DBN,School Name,Borough, District,School Type,Split Sited,Co-located at Any Site,Total Enrollment,Grades 3K-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiracial,% Native American,% White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,2024-25 ELA # Tested,2024-25 ELA # Proficient (L3&4),2024-25 ELA % Proficient (L3&4),2024-25 Math # Tested,2024-25 Math # Proficient (L3&4),2024-25 Math % Proficient (L3&4),2023-24 Total 4-year August Grad Cohort,2023-24 % 4-year August Graduates,2023-24 Total 6-year Grad Cohort,2023-24 % 6-year Graduates
12X044,P.S. 044 David C. Farragut,X,12,Elementary,,Y,184,184,0,0,0.5%,31.0%,67.9%,0.0%,0.0%,0.5%,0.0%,25.0%,22.8%,Above 95%,66,47,71.2%,68,47,69.1%,,,,
12X057,P.S. 057 Crescent,X,12,Elementary,,Y,349,349,0,0,0.6%,28.4%,66.2%,2.9%,0.6%,1.4%,0.0%,28.7%,19.5%,Above 95%,163,53,32.5%,169,42,24.9%,,,,
12X061,P.S. 061 Francisco Oller,X,12,Elementary,,Y,181,181,0,0,0.0%,17.1%,80.7%,0.6%,0.0%,1.7%,0.0%,18.8%,14.4%,Above 95%,77,40,51.9%,79,38,48.1%,,,,
12X066,P.S. 066 School of Higher Expectations,X,12,Elementary,,Y,458,458,0,0,1.1%,24.5%,73.8%,0.2%,0.4%,0.0%,0.0%,21.0%,15.5%,Above 95%,159,126,79.2%,163,140,85.9%,,,,
12X067,P.S. 067 Mohegan School,X,12,Elementary,,Y,287,287,0,0,0.3%,28.6%,67.9%,1.7%,0.3%,0.7%,0.3%,23.3%,12.9%,Above 95%,104,56,53.8%,105,63,60.0%,,,,
12X129,M.S. 129 Academy for Independent Learning and Leadership,X,12,Junior High-Intermediate-Middle,,Y,231,0,231,0,0.9%,27.7%,67.1%,0.4%,2.6%,1.3%,0.0%,30.3%,12.6%,93.5%,237,106,44.7%,237,103,43.5%,,,,
12X190,E.S.M.T- I.S. 190,X,12,Junior High-Intermediate-Middle,,Y,232,0,232,0,1.7%,26.3%,68.5%,0.9%,0.9%,1.7%,0.0%,28.9%,17.2%,Above 95%,200,76,38.0%,203,89,43.8%,,,,
12X195,P.S. 195,X,12,Elementary,,Y,716,716,0,0,2.2%,10.3%,84.5%,0.1%,2.2%,0.6%,0.0%,18.3%,36.5%,91.1%,350,100,28.6%,363,122,33.6%,,,,
12X196,P.S. 196,X,12,Elementary,,Y,672,672,0,0,2.1%,10.6%,84.4%,0.7%,1.3%,0.9%,0.0%,21.0%,36.5%,Above 95%,296,95,32.1%,308,93,30.2%,,,,
12X211,P.S. 211,X,12,K-8,,Y,202,202,0,0,1.0%,16.3%,81.2%,0.0%,0.5%,1.0%,0.0%,23.3%,11.4%,93.1%,72,44,61.1%,72,47,65.3%,,,,
12X214,P.S. 214,X,12,K-8,,Y,819,442,377,0,2.2%,20.8%,75.6%,0.6%,0.4%,0.5%,0.0%,22.2%,21.7%,Above 95%,549,166,30.2%,550,140,25.5%,,,,
12X217,School of Performing Arts,X,12,Junior High-Intermediate-Middle,,Y,137,0,137,0,1.5%,34.3%,62.8%,0.0%,0.0%,1.5%,0.0%,34.3%,22.6%,Above 95%,133,42,31.6%,139,61,43.9%,,,,
12X242,Mott Hall V,X,12,Secondary School,,Y,647,0,291,356,2.3%,11.4%,82.4%,0.2%,2.9%,0.6%,0.2%,26.3%,15.1%,88.6%,291,108,37.1%,290,133,45.9%,98,93.9%,83,95.2%
12X248,"Metropolitan High School, The",X,12,High school,,Y,177,0,0,177,0.0%,37.3%,59.3%,2.3%,0.6%,0.6%,0.0%,35.0%,15.3%,Above 95%,,,0.0%,,,,35,74.3%,50,80.0%
12X251,Explorations Academy H.S.,X,12,High school,,Y,247,0,0,247,1.2%,24.7%,71.7%,0.0%,0.8%,1.2%,0.4%,31.6%,19.4%,Above 95%,,,0.0%,,,,71,78.9%,79,82.3%
12X267,Bronx Latin,X,12,Secondary School,,Y,459,0,163,296,0.7%,20.3%,76.9%,0.4%,1.1%,0.7%,0.0%,29.6%,10.5%,Above 95%,158,58,36.7%,108,27,25.0%,74,95.9%,74,98.6%
12X273,Frederick Douglass Academy V. Middle School,X,12,Junior High-Intermediate-Middle,,Y,152,0,152,0,1.3%,31.6%,65.8%,0.0%,0.7%,0.7%,0.0%,28.3%,21.1%,94.7%,138,57,41.3%,152,39,25.7%,,,,
12X286,Fannie Lou Hamer Middle School,X,12,Junior High-Intermediate-Middle,,Y,231,0,230,1,1.3%,22.1%,73.2%,1.3%,0.0%,2.2%,0.0%,20.3%,28.6%,Above 95%,225,68,30.2%,243,65,26.7%,,,,
12X300,The School of Science and Applied Learning,X,12,Elementary,,Y,367,367,0,0,0.0%,37.3%,61.3%,0.5%,0.3%,0.5%,0.0%,29.4%,11.2%,Above 95%,190,63,33.2%,192,46,24.0%,,,,
12X314,Fairmont Neighborhood School,X,12,Elementary,,Y,268,268,0,0,1.1%,31.0%,65.3%,0.0%,1.1%,1.5%,0.0%,25.4%,12.3%,94.0%,120,41,34.2%,119,41,34.5%,,,,
12X316,Kappa III,X,12,Junior High-Intermediate-Middle,,Y,259,0,259,0,0.8%,23.9%,71.4%,0.4%,2.3%,1.2%,0.0%,27.4%,18.1%,Above 95%,244,95,38.9%,248,86,34.7%,,,,
12X318,"I.S. X318 Math, Science & Technology Through Arts",X,12,Junior High-Intermediate-Middle,,Y,276,0,276,0,0.4%,26.8%,71.4%,0.4%,0.4%,0.7%,0.0%,23.9%,21.0%,Above 95%,250,59,23.6%,250,66,26.4%,,,,
12X341,Accion Academy,X,12,Junior High-Intermediate-Middle,,Y,189,0,189,0,1.1%,15.3%,81.5%,0.0%,0.0%,2.1%,0.0%,29.1%,31.7%,Above 95%,182,57,31.3%,195,65,33.3%,,,,
12X383,Emolior Academy,X,12,Junior High-Intermediate-Middle,,Y,395,0,395,0,2.8%,20.8%,73.7%,0.8%,1.0%,1.0%,0.0%,21.8%,14.9%,92.9%,381,164,43.0%,264,112,42.4%,,,,
12X388,Pan American International High School at Monroe,X,12,High school,,Y,344,0,0,344,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,1.2%,91.3%,Above 95%,,,0.0%,,,,61,90.2%,96,92.7%
12X446,Arturo A. Schomburg Satellite Academy Bronx,X,12,Transfer High school,,Y,287,0,0,287,2.8%,25.4%,69.0%,0.0%,1.0%,1.7%,0.0%,36.9%,30.7%,91.3%,,,0.0%,,,,89,27.0%,57,59.6%
12X463,Urban Scholars Community School,X,12,Elementary,,Y,299,299,0,0,1.0%,37.1%,59.2%,1.0%,0.3%,1.3%,0.0%,30.1%,13.4%,Above 95%,126,64,50.8%,124,66,53.2%,,,,
12X478,The Cinema School ,X,12,High school,,Y,303,0,0,303,1.7%,19.1%,76.6%,0.0%,1.3%,1.3%,0.0%,25.1%,12.2%,90.4%,,,0.0%,,,,76,89.5%,76,93.4%
12X479,Bronx Career and College Preparatory High School,X,12,High school,,Y,124,0,0,124,4.0%,37.9%,56.5%,1.6%,0.0%,0.0%,0.0%,34.7%,19.4%,Above 95%,,,0.0%,,,,49,63.3%,80,68.8%
12X480,Bronx Regional High School,X,12,Transfer High school,,Y,131,0,0,131,1.5%,29.8%,64.9%,0.8%,0.0%,3.1%,0.0%,27.5%,13.0%,92.4%,,,0.0%,,,,90,23.3%,45,51.1%
12X511,Bronx Envision Academy,X,12,High school,,Y,267,0,0,267,1.1%,31.1%,65.2%,1.1%,0.7%,0.7%,0.0%,28.1%,15.7%,Above 95%,,,0.0%,,,,70,72.9%,95,78.9%
12X521,The Metropolitan Soundview High School,X,12,High school,,Y,360,0,0,360,2.2%,20.3%,73.6%,0.3%,1.1%,2.5%,0.0%,35.6%,21.7%,Above 95%,,,0.0%,,,,106,71.7%,121,86.0%
12X531,Archer Elementary School,X,12,Elementary,,Y,317,317,0,0,13.2%,18.3%,62.1%,1.3%,2.5%,1.9%,0.6%,28.4%,18.9%,94.3%,127,48,37.8%,130,44,33.8%,,,,
12X536,P.S. 536,X,12,Elementary,,Y,276,276,0,0,21.0%,19.2%,55.8%,0.7%,1.1%,2.2%,0.0%,19.9%,22.5%,94.6%,111,50,45.0%,118,72,61.0%,,,,
12X550,High School of World Cultures,X,12,High school,,Y,376,0,0,376,2.4%,8.5%,87.5%,0.0%,0.8%,0.8%,0.0%,3.7%,79.3%,Above 95%,,,0.0%,,,,91,80.2%,97,83.5%
12X595,P.S. 595,X,12,Elementary,,Y,252,252,0,0,2.0%,23.8%,72.6%,1.2%,0.4%,0.0%,0.0%,24.6%,31.7%,Above 95%,113,32,28.3%,117,52,44.4%,,,,
12X641,Bard High School Early College Bronx,X,12,High school,,Y,247,0,0,247,12.1%,34.0%,45.7%,2.4%,0.8%,2.4%,2.4%,11.7%,1.2%,76.1%,,,0.0%,,,,,,,
12X691,Bronx Little School,X,12,Elementary,,Y,320,320,0,0,13.1%,17.2%,65.9%,0.3%,0.3%,3.1%,0.0%,23.7%,14.4%,91.6%,113,69,61.1%,122,61,50.0%,,,,
13K044,P.S. 044 Marcus Garvey,K,13,Elementary,,Y,130,130,0,0,1.5%,68.5%,21.5%,0.0%,0.0%,8.5%,0.0%,28.5%,12.3%,89.2%,51,16,31.4%,51,12,23.5%,,,,
13K046,P.S. 046 Edward C. Blum,K,13,Elementary,,Y,283,283,0,0,1.4%,35.3%,49.8%,1.1%,1.1%,11.3%,0.0%,24.0%,21.9%,79.5%,75,22,29.3%,72,27,37.5%,,,,
13K054,P.S. 54 The Detective Rafael Ramos School,K,13,Elementary,,Y,185,185,0,0,5.4%,38.4%,48.6%,3.2%,1.1%,3.2%,0.0%,28.1%,21.1%,84.3%,34,21,61.8%,36,18,50.0%,,,,
13K056,P.S. 056 Lewis H. Latimer,K,13,Elementary,,Y,253,253,0,0,2.0%,31.6%,16.2%,7.5%,1.2%,41.5%,0.0%,21.7%,5.9%,41.1%,91,55,60.4%,90,50,55.6%,,,,
13K067,P.S. 067 Charles A. Dorsey,K,13,Elementary,,Y,167,167,0,0,4.2%,48.5%,40.1%,3.6%,2.4%,1.2%,0.0%,28.7%,10.2%,Above 95%,62,21,33.9%,64,18,28.1%,,,,
13K093,P.S. 093 William H. Prescott,K,13,Elementary,,Y,181,181,0,0,12.2%,58.0%,19.9%,0.6%,2.2%,7.2%,0.0%,21.0%,17.7%,Above 95%,65,17,26.2%,69,10,14.5%,,,,
13K113,M.S. 113 Ronald Edmonds Learning Center,K,13,Junior High-Intermediate-Middle,,Y,199,0,199,0,2.5%,52.8%,41.2%,1.5%,0.5%,1.5%,0.0%,31.7%,18.1%,90.5%,166,51,30.7%,161,43,26.7%,,,,
13K133,P.S. 133 William A. Butler,K,13,Elementary,,Y,614,614,0,0,3.9%,25.2%,34.5%,8.8%,0.7%,26.9%,0.0%,22.0%,5.5%,45.8%,237,167,70.5%,234,156,66.7%,,,,
13K256,P.S. 256 Benjamin Banneker,K,13,Elementary,,Y,180,180,0,0,4.4%,58.3%,32.2%,0.6%,1.1%,3.3%,0.0%,22.2%,12.8%,95.0%,89,25,28.1%,90,22,24.4%,,,,
13K266,M.S. K266 - Park Place Community Middle School,K,13,Junior High-Intermediate-Middle,,Y,77,0,77,0,0.0%,46.8%,49.4%,1.3%,1.3%,1.3%,0.0%,50.6%,15.6%,88.3%,70,25,35.7%,70,21,30.0%,,,,
13K270,P.S. 270 Johann DeKalb,K,13,Elementary,,Y,136,136,0,0,8.8%,30.1%,31.6%,0.7%,0.7%,27.9%,0.0%,14.7%,12.5%,58.1%,24,s,29.2%,26,s,15.4%,,,,
13K287,P.S. 287 Bailey K. Ashford,K,13,Elementary,,Y,114,114,0,0,0.0%,64.0%,28.9%,3.5%,0.0%,3.5%,0.0%,19.3%,5.3%,Above 95%,37,13,35.1%,38,s,10.5%,,,,
13K301,Restoration Academy,K,13,Junior High-Intermediate-Middle,,Y,94,0,94,0,11.7%,67.0%,11.7%,3.2%,0.0%,5.3%,1.1%,33.0%,17.0%,91.5%,91,26,28.6%,91,21,23.1%,,,,
13K313,Dock Street School for STEAM Studies,K,13,Junior High-Intermediate-Middle,,Y,219,0,219,0,5.0%,62.6%,22.4%,1.4%,0.0%,8.2%,0.5%,28.8%,2.3%,70.3%,168,91,54.2%,144,48,33.3%,,,,
13K350,Urban Assembly School of Music and Art,K,13,High school,,Y,139,0,0,139,0.7%,52.5%,41.7%,0.0%,0.7%,3.6%,0.7%,25.2%,14.4%,85.6%,,,0.0%,,,,25,92.0%,50,98.0%
13K351,The Urban Assembly Unison School,K,13,Junior High-Intermediate-Middle,,Y,174,0,174,0,2.3%,69.5%,22.4%,1.1%,0.6%,4.0%,0.0%,33.9%,7.5%,85.1%,154,62,40.3%,146,31,21.2%,,,,
13K412,Brooklyn Community Arts & Media High School (BCAM),K,13,High school,,Y,356,0,0,356,1.1%,58.1%,31.7%,0.6%,0.6%,1.7%,6.2%,37.6%,8.1%,86.2%,,,0.0%,,,,108,87.0%,102,85.3%
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",K,13,High school,,Y,447,0,0,447,7.8%,60.0%,23.7%,0.9%,1.3%,3.6%,2.7%,17.9%,8.9%,89.0%,,,0.0%,,,,126,96.8%,146,97.9%
13K439,Brooklyn International High School,K,13,High school,,Y,308,0,0,308,14.0%,14.3%,65.6%,0.0%,0.3%,5.8%,0.0%,5.5%,85.1%,88.6%,,,0.0%,,,,82,68.3%,97,88.7%
13K483,The Urban Assembly School for Law and Justice,K,13,High school,,Y,410,0,0,410,4.1%,57.3%,32.2%,1.0%,1.2%,3.7%,0.5%,17.6%,2.7%,80.5%,,,0.0%,,,,105,89.5%,99,94.9%
13K527,Urban Assembly Institute of Math and Science for Young Women,K,13,Secondary School,,Y,354,0,104,250,16.1%,51.7%,15.3%,1.4%,2.0%,12.7%,0.8%,17.2%,11.3%,82.8%,100,46,46.0%,60,24,40.0%,88,96.6%,62,93.5%
13K553,Brooklyn Academy High School,K,13,Transfer High school,,Y,125,0,0,125,0.8%,80.0%,16.0%,0.0%,2.4%,0.8%,0.0%,36.8%,4.0%,92.0%,,,0.0%,,,,57,36.8%,29,44.8%
13K594,Gotham Professional Arts Academy,K,13,High school,,Y,223,0,0,223,2.2%,69.5%,21.5%,1.3%,1.3%,4.0%,0.0%,35.4%,2.7%,83.0%,,,0.0%,,,,43,90.7%,34,91.2%
13K605,George Westinghouse Career and Technical Education High School,K,13,High school,,Y,558,0,0,558,4.5%,57.0%,32.8%,1.1%,1.1%,3.4%,0.2%,26.3%,4.7%,89.1%,,,0.0%,,,,123,88.6%,166,95.2%
13K616,Brooklyn High School for Leadership and Community Service,K,13,Transfer High school,,Y,170,0,0,170,1.8%,53.5%,42.9%,0.0%,0.6%,1.2%,0.0%,37.1%,7.1%,Above 95%,,,0.0%,,,,74,39.2%,52,63.5%
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",K,13,High school,,Y,442,0,0,442,8.6%,60.2%,25.3%,2.5%,1.6%,1.8%,0.0%,20.4%,5.0%,74.9%,,,0.0%,,,,108,84.3%,99,99.0%
13K691,Fort Greene Preparatory Academy,K,13,Junior High-Intermediate-Middle,,Y,229,0,229,0,3.5%,41.9%,24.9%,7.9%,1.3%,20.5%,0.0%,28.8%,10.5%,63.8%,211,108,51.2%,150,61,40.7%,,,,
13K869,District 13 PRE-K Center,K,13,District Pre-K Center,,Y,59,59,0,0,3.4%,5.1%,15.3%,8.5%,0.0%,67.8%,0.0%,3.4%,0.0%,15.3%,,,0.0%,,,,,,,
13K915,Bridges: A School for Exploration and Equity,K,13,Junior High-Intermediate-Middle,,Y,300,0,300,0,6.7%,38.7%,18.7%,8.7%,1.7%,25.0%,0.7%,26.7%,2.7%,46.7%,248,181,73.0%,213,158,74.2%,,,,
13K963,Design Works High School,K,13,High school,,Y,162,0,0,162,4.9%,40.7%,27.2%,4.9%,1.2%,12.3%,8.6%,27.2%,2.5%,62.3%,,,0.0%,,,,,,,
14K016,P.S. 016 Leonard Dunkly,K,14,Elementary,,Y,175,175,0,0,1.7%,32.6%,60.6%,0.6%,2.9%,1.7%,0.0%,27.4%,11.4%,Above 95%,72,34,47.2%,75,40,53.3%,,,,
14K017,P.S. 017 Henry D. Woodworth,K,14,Elementary,,Y,199,199,0,0,0.5%,9.5%,81.4%,0.5%,1.0%,7.0%,0.0%,35.2%,11.6%,87.9%,80,46,57.5%,82,51,62.2%,,,,
14K023,P.S. 023 Carter G. Woodson,K,14,Elementary,,Y,240,240,0,0,0.4%,47.5%,49.6%,0.4%,0.0%,2.1%,0.0%,30.4%,15.0%,93.3%,80,31,38.8%,81,34,42.0%,,,,
14K050,J.H.S. 050 John D. Wells,K,14,Junior High-Intermediate-Middle,,Y,403,0,403,0,2.5%,21.3%,63.0%,1.5%,1.2%,10.4%,0.0%,27.8%,16.9%,85.1%,330,218,66.1%,194,137,70.6%,,,,
14K059,P.S. 059 The Dawn Best School,K,14,Elementary,,Y,287,287,0,0,1.4%,46.3%,49.1%,1.0%,1.0%,1.0%,0.0%,25.8%,13.9%,94.8%,122,45,36.9%,129,44,34.1%,,,,
14K071,Juan Morel Campos Secondary School,K,14,Secondary School,,Y,473,0,129,344,0.4%,23.0%,72.3%,0.0%,0.8%,3.4%,0.0%,30.0%,31.5%,94.5%,98,35,35.7%,62,15,24.2%,70,85.7%,57,77.2%
14K120,P.S. 120 Carlos Tapia,K,14,Elementary,,Y,294,294,0,0,1.4%,25.2%,67.7%,0.7%,1.0%,4.1%,0.0%,27.2%,23.8%,94.9%,123,58,47.2%,126,61,48.4%,,,,
14K126,John Ericsson Middle School 126,K,14,Junior High-Intermediate-Middle,,Y,162,0,162,0,3.1%,33.3%,50.6%,1.9%,0.6%,10.5%,0.0%,30.2%,11.7%,87.0%,142,67,47.2%,135,66,48.9%,,,,
14K147,P.S. 147 Isaac Remsen,K,14,Elementary,,Y,171,171,0,0,3.5%,25.1%,59.6%,6.4%,0.6%,4.7%,0.0%,26.3%,17.5%,87.7%,31,26,83.9%,31,25,80.6%,,,,
14K196,P.S. 196 Ten Eyck,K,14,Elementary,,Y,290,290,0,0,0.0%,22.4%,66.2%,3.1%,0.3%,7.9%,0.0%,26.2%,7.9%,79.0%,110,51,46.4%,114,43,37.7%,,,,
14K380,P.S. 380 John Wayne Elementary,K,14,Elementary,,Y,393,393,0,0,2.0%,20.1%,69.5%,1.3%,0.5%,6.6%,0.0%,36.9%,14.5%,90.1%,141,64,45.4%,149,69,46.3%,,,,
14K449,"Brooklyn Latin School, The",K,14,High school,,Y,773,0,0,773,48.1%,10.0%,10.6%,3.0%,0.9%,21.1%,6.3%,3.5%,0.0%,54.6%,,,0.0%,,,,190,99.5%,227,99.6%
14K454,The Williamsburg High School of Art and Technology,K,14,High school,,Y,425,0,0,425,3.1%,25.4%,62.1%,0.9%,1.4%,3.8%,3.3%,24.0%,12.9%,79.8%,,,0.0%,,,,99,96.0%,90,98.9%
14K474,PROGRESS High School for Professional Careers,K,14,High school,,Y,422,0,0,422,0.7%,15.9%,80.6%,0.2%,0.7%,1.2%,0.7%,23.2%,37.9%,Above 95%,,,0.0%,,,,98,78.6%,129,86.0%
14K477,East Williamsburg Scholars Academy,K,14,High school,,Y,489,0,0,489,1.2%,13.5%,77.5%,0.0%,0.2%,2.5%,5.1%,18.2%,41.7%,86.3%,,,0.0%,,,,126,88.9%,81,85.2%
14K478,"The High School for Enterprise, Business and Technology",K,14,High school,,Y,527,0,0,527,3.2%,18.8%,70.8%,0.0%,0.4%,2.5%,4.4%,20.1%,27.1%,84.3%,,,0.0%,,,,133,84.2%,147,81.6%
14K488,Brooklyn Preparatory High School,K,14,High school,,Y,590,0,0,590,1.5%,39.7%,52.7%,0.5%,0.8%,2.0%,2.7%,16.6%,5.3%,86.1%,,,0.0%,,,,131,94.7%,105,97.1%
14K558,Williamsburg High School for Architecture and Design,K,14,High school,,Y,624,0,0,624,3.4%,25.6%,63.1%,1.0%,0.8%,5.6%,0.5%,24.0%,4.8%,86.5%,,,0.0%,,,,137,95.6%,126,99.2%
14K561,Williamsburg Preparatory School,K,14,High school,,Y,668,0,0,668,2.8%,17.4%,70.4%,0.6%,0.3%,5.1%,3.4%,25.3%,6.4%,85.5%,,,0.0%,,,,166,95.2%,174,98.9%
14K577,Conselyea Preparatory School,K,14,Junior High-Intermediate-Middle,,Y,370,0,370,0,2.7%,9.5%,63.0%,0.8%,0.8%,23.2%,0.0%,29.2%,6.5%,74.6%,353,207,58.6%,213,91,42.7%,,,,
14K582,M.S. 582,K,14,Junior High-Intermediate-Middle,,Y,335,0,335,0,0.3%,19.1%,76.4%,1.5%,0.6%,2.1%,0.0%,31.0%,12.8%,85.4%,308,174,56.5%,200,116,58.0%,,,,
14K586,Lyons Community School,K,14,Secondary School,,Y,364,0,98,266,0.3%,36.0%,54.4%,1.1%,1.1%,2.7%,4.4%,36.0%,14.3%,92.3%,85,27,31.8%,86,16,18.6%,62,59.7%,54,87.0%
14K614,Young Women's Leadership School of Brooklyn,K,14,Secondary School,,Y,254,0,89,165,6.7%,46.1%,40.2%,0.4%,0.8%,5.5%,0.4%,26.8%,13.0%,90.9%,64,26,40.6%,59,13,22.0%,48,95.8%,58,98.3%
15K088,J.H.S. 088 Peter Rouget,K,15,Junior High-Intermediate-Middle,,Y,841,0,841,0,9.8%,17.4%,45.9%,3.4%,0.6%,22.9%,0.0%,30.9%,12.5%,63.1%,720,424,58.9%,497,253,50.9%,,,,
15K130,P.S. 130 The Parkside,K,15,Elementary,Y,Y,897,897,0,0,13.2%,5.9%,19.2%,6.0%,0.9%,54.8%,0.0%,18.7%,4.7%,28.7%,360,248,68.9%,368,244,66.3%,,,,
15K136,I.S. 136 Charles O. Dewey,K,15,Junior High-Intermediate-Middle,,Y,478,0,478,0,5.0%,1.5%,88.5%,0.8%,0.2%,4.0%,0.0%,26.4%,34.7%,91.4%,461,165,35.8%,301,78,25.9%,,,,
15K146,"The Brooklyn New School, P.S. 146",K,15,Elementary,,Y,638,638,0,0,4.7%,12.7%,23.0%,14.4%,0.2%,45.0%,0.0%,24.8%,3.3%,37.5%,40,19,47.5%,40,11,27.5%,,,,
15K295,P.S. 295,K,15,Elementary,,Y,204,204,0,0,4.4%,5.4%,46.6%,4.9%,0.0%,38.7%,0.0%,24.5%,18.1%,55.9%,84,54,64.3%,84,49,58.3%,,,,
15K428,Global Innovators Academy,K,15,Junior High-Intermediate-Middle,,Y,49,0,49,0,22.4%,0.0%,73.5%,0.0%,2.0%,2.0%,0.0%,26.5%,40.8%,Above 95%,47,s,19.1%,50,17,34.0%,,,,
15K429,Digital Arts and Cinema Technology High School,K,15,High school,,Y,295,0,0,295,4.4%,44.1%,41.4%,2.0%,1.4%,5.8%,1.0%,23.7%,2.0%,71.9%,,,0.0%,,,,84,96.4%,70,100.0%
15K442,M.S. 442 Carroll Gardens School for Innovation,K,15,Junior High-Intermediate-Middle,,Y,339,0,339,0,11.5%,6.8%,30.4%,7.4%,0.3%,43.4%,0.3%,31.9%,1.2%,41.9%,282,219,77.7%,197,167,84.8%,,,,
15K443,New Voices School of Academic & Creative Arts,K,15,Junior High-Intermediate-Middle,,Y,546,0,546,0,9.3%,5.9%,33.9%,6.0%,0.4%,44.5%,0.0%,22.7%,4.0%,38.8%,439,368,83.8%,322,268,83.2%,,,,
15K447,The Exploratory School,K,15,Junior High-Intermediate-Middle,,Y,522,0,522,0,14.0%,10.3%,23.6%,9.6%,0.4%,42.1%,0.0%,30.5%,1.5%,42.1%,427,303,71.0%,300,220,73.3%,,,,
15K448,Brooklyn Collaborative Studies,K,15,Secondary School,,Y,585,0,211,374,4.3%,26.7%,41.5%,3.8%,0.5%,22.7%,0.5%,33.2%,6.5%,65.3%,113,59,52.2%,61,24,39.3%,93,94.6%,98,91.8%
15K456,The Elizabeth Jennings School for Bold Explorers,K,15,Elementary,,Y,116,116,0,0,2.6%,35.3%,17.2%,8.6%,0.9%,35.3%,0.0%,26.7%,0.9%,37.9%,,,0.0%,,,,,,,
15K462,John Jay School for Law,K,15,High school,,Y,451,0,0,451,7.8%,45.9%,37.9%,0.7%,1.1%,6.0%,0.7%,21.7%,9.1%,84.3%,,,0.0%,,,,103,86.4%,94,86.2%
15K463,Cyberarts Studio Academy,K,15,High school,,Y,267,0,0,267,8.2%,20.2%,55.1%,0.7%,0.0%,7.9%,7.9%,29.6%,33.0%,86.5%,,,0.0%,,,,66,80.3%,70,82.9%
15K464,Park Slope Collegiate,K,15,Secondary School,,Y,509,0,151,358,6.5%,28.3%,46.0%,3.1%,0.8%,13.0%,2.4%,23.6%,5.7%,69.0%,116,62,53.4%,69,31,44.9%,90,87.8%,97,92.8%
15K497,The Boerum Hill School for International Studies,K,15,Secondary School,,Y,741,0,396,345,4.6%,23.6%,28.1%,6.6%,0.5%,36.3%,0.3%,22.5%,5.9%,49.4%,354,229,64.7%,215,120,55.8%,80,90.0%,90,94.4%
15K516,Sunset Park Avenues Elementary School,K,15,Elementary,Y,Y,332,332,0,0,4.2%,0.9%,80.4%,2.1%,0.0%,12.3%,0.0%,23.8%,40.7%,80.1%,136,62,45.6%,140,67,47.9%,,,,
15K592,Khalil Gibran International Academy,K,15,High school,,Y,109,0,0,109,19.3%,28.4%,19.3%,0.9%,1.8%,27.5%,2.8%,18.3%,48.6%,94.5%,,,0.0%,,,,38,78.9%,54,81.5%
15K656,Brooklyn High School of the Arts,K,15,High school,,Y,889,0,0,889,3.9%,45.9%,29.8%,4.0%,0.4%,13.6%,2.2%,17.1%,0.7%,66.3%,,,0.0%,,,,209,96.7%,228,97.4%
15K667,Sunset Park High School,K,15,High school,,Y,1349,0,0,1349,13.9%,4.9%,75.2%,0.1%,0.4%,5.1%,0.4%,18.6%,29.6%,86.2%,,,0.0%,,,,325,84.0%,300,92.0%
15K676,Red Hook Neighborhood School,K,15,Elementary,,Y,169,27,142,0,2.4%,23.1%,20.7%,8.9%,0.6%,44.4%,0.0%,48.5%,5.3%,46.2%,149,85,57.0%,132,75,56.8%,,,,
15K684,Millennium Brooklyn HS,K,15,High school,,Y,686,0,0,686,25.9%,17.8%,17.5%,4.5%,0.3%,32.5%,1.5%,16.6%,0.3%,55.1%,,,0.0%,,,,166,98.8%,163,100.0%
15K821,Sunset Park Prep,K,15,Junior High-Intermediate-Middle,,Y,391,0,391,0,7.7%,0.5%,85.7%,1.0%,0.0%,4.6%,0.5%,29.7%,30.4%,89.8%,308,118,38.3%,273,88,32.2%,,,,
15K839,M.S. 839,K,15,Junior High-Intermediate-Middle,,Y,314,0,314,0,11.5%,7.0%,32.8%,5.7%,0.0%,42.4%,0.6%,28.0%,5.7%,45.9%,279,184,65.9%,190,87,45.8%,,,,
15K863,Pre-K Center at Bishop Ford School Site,K,15,District Pre-K Center,,Y,349,349,0,0,8.3%,3.2%,24.9%,13.5%,0.0%,50.1%,0.0%,12.3%,0.0%,13.5%,,,0.0%,,,,,,,
16K005,P.S. 005 Dr. Ronald McNair,K,16,Elementary,,Y,217,217,0,0,1.8%,60.8%,18.9%,6.9%,0.9%,10.6%,0.0%,27.2%,6.9%,80.6%,39,30,76.9%,40,33,82.5%,,,,
16K025,P.S. 025 Eubie Blake School,K,16,Elementary,,Y,52,52,0,0,1.9%,38.5%,55.8%,0.0%,0.0%,3.8%,0.0%,9.6%,50.0%,Above 95%,29,s,31.0%,33,10,30.3%,,,,
16K026,P.S. 026 Jesse Owens,K,16,Elementary,,Y,214,214,0,0,2.3%,47.7%,36.4%,1.4%,3.3%,8.9%,0.0%,24.3%,26.2%,79.4%,77,46,59.7%,78,38,48.7%,,,,
